code	locality	addresses
97128	4145000	4645
97132	4152100	3476
97201	4159000	1427
97202	4159000	4333
97203	4159000	3900
97204	4159000	370
97205	4159000	692
97206	4159000	5442
97208	4159000	2
97209	4159000	1274
97210	4159000	1535
97211	4159000	4091
97212	4159000	2331
97213	4159000	3294
97214	4159000	3461
97215	4159000	1785
97216	4159000	1390
97217	4159000	4173
97218	4159000	1227
97219	4159000	4781
97220	4159000	2652
97221	4159000	1469
97223	4173650	4349
97224	4173650	3170
97225	4105350	2158
97227	4159000	989
97230	4159000	3376
97231	4159000	857
97232	4159000	1743
97233	4159000	2073
97236	4159000	2600
97239	4159000	1516
97266	4159000	2820
97301	4164900	4932
97302	4164900	4571
97303	4138500	3404
97304	4164900	86
97305	4164900	3297
97306	4164900	3374
97310	4164900	16
97317	4164900	2861
97321	4101000	4226
97322	4101000	3154
97330	4115800	4013
97331	4115800	74
97333	4115800	2333
97401	4123850	3749
97402	4123850	5166
97403	4123850	1204
97405	4123850	5451
97408	4123850	1467
97477	4169600	3404
97478	4169600	3598
97501	4147000	4195
97504	4147000	4637
97526	4130550	4559
97527	4130550	4615
97701	4105800	4684
97702	4105800	4890
97703	4105800	4123
97756	4161200	5649
98001	5303180	3900
98002	5303180	2097
98003	5323515	3166
98004	5305210	2550
98005	5305210	1679
98006	5305210	3579
98007	5305210	1506
98008	5305210	2163
98011	5307380	2380
98020	5320750	1851
98021	5307380	2833
98023	5323515	4002
98026	5320750	3493
98029	5333805	1829
98030	5335415	2593
98031	5335415	3387
98032	5335415	3268
98033	5335940	3811
98034	5335940	4451
98036	5340840	3110
98037	5340840	1994
98040	5345005	2414
98043	5347490	1725
98052	5357535	5302
98055	5357745	1646
98056	5357745	2783
98057	5357745	1194
98074	5361115	2741
98075	5361115	2186
98092	5303180	4017
98101	5363000	531
98102	5363000	936
98103	5363000	3391
98104	5363000	676
98105	5363000	2190
98106	5363000	1684
98107	5363000	1608
98108	5363000	2717
98109	5363000	1519
98112	5363000	1750
98115	5363000	3678
98116	5363000	1808
98117	5363000	2370
98118	5363000	3496
98119	5363000	1559
98121	5363000	376
98122	5363000	2063
98125	5363000	2438
98126	5363000	1567
98133	5363960	3223
98134	5363000	708
98136	5363000	1241
98144	5363000	2903
98146	5308850	2118
98148	5308850	812
98154	5363000	1
98155	5363960	3059
98158	5362288	29
98164	5363000	4
98166	5308850	2008
98174	5363000	1
98177	5363960	1990
98195	5363000	30
98198	5317635	3118
98199	5363000	1981
98201	5322640	2970
98203	5322640	2695
98204	5322640	1426
98207	5322640	2
98225	5305280	4125
98226	5305280	4188
98229	5305280	3107
98258	5337900	4537
98270	5343955	3942
98271	5343955	3149
98273	5347560	3238
98310	5307695	1956
98312	5307695	3524
98314	5307695	8
98337	5307695	740
98371	5356695	2848
98402	5370000	681
98403	5370000	711
98404	5370000	2938
98405	5370000	2255
98406	5370000	2290
98407	5370000	2314
98408	5370000	1686
98409	5370000	2440
98416	5370000	4
98418	5370000	900
98421	5370000	557
98422	5370000	1749
98465	5370000	538
98466	5373465	2249
98467	5373465	1253
98498	5338038	2506
98499	5338038	2714
98501	5372905	5168
98502	5351300	3302
98503	5336745	3205
98506	5351300	2190
98512	5372905	3571
98516	5336745	2311
98607	5309480	4010
98632	5340245	4113
98660	5374060	1699
98661	5374060	3591
98663	5374060	1960
98664	5374060	2255
98682	5374060	5496
98683	5374060	2453
98684	5374060	2508
98801	5377105	4245
98837	5347245	5318
98902	5380010	3872
98908	5380010	4240
99016	5367167	1789
99037	5367167	1405
99163	5356625	2124
99201	5367000	1747
99202	5367000	3614
99203	5367000	2494
99204	5367000	846
99205	5367000	6650
99206	5367167	3883
99207	5367000	3896
99208	5367000	5204
99212	5367167	3159
99216	5367167	2313
99217	5367000	2721
99223	5367000	3378
99224	5367000	3803
99258	5367000	3
99301	5353545	7925
99336	5335275	4183
99338	5335275	2403
99352	5358235	3371
99354	5358235	1975
99362	5375775	5007
99501	0203000	1962
99502	0203000	1843
99503	0203000	1369
99504	0203000	2414
99505	0203000	103
99506	0203000	401
99507	0203000	2795
99508	0203000	2245
99513	0203000	3
99515	0203000	1621
99516	0203000	2732
99517	0203000	1279
99518	0203000	1073
99530	0203000	1
99540	0203000	103
99567	0203000	1344
99577	0203000	2477
99587	0203000	391
99703	0224230	216
99801	0236400	2467
99824	0236400	173
